,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain
1562,772,1,30,6,99785.28,2,0,0,197238.03,0,0,1,0
1563,604,1,23,9,124577.33,1,1,1,7267.25,0,0,0,1
1564,614,0,30,3,131344.52,2,1,0,54776.64,0,0,1,0
1565,608,0,30,8,0.0,2,1,0,128875.86,0,1,0,0
1566,734,1,39,6,0.0,1,1,1,95135.27,0,0,0,1
1567,710,0,75,5,0.0,2,1,1,9376.89,0,0,0,1
1568,653,0,43,6,0.0,2,1,1,7330.59,0,1,0,0
1569,527,1,37,5,93722.73,2,1,1,139093.73,0,0,0,1
1570,561,0,35,5,0.0,2,1,0,59981.62,0,1,0,0
1571,706,0,29,6,185544.36,1,1,0,171037.63,0,0,1,0
1572,705,0,24,5,177799.83,2,0,0,79886.06,0,0,0,1
1573,589,0,21,3,0.0,2,0,1,55601.44,0,1,0,0
1574,544,1,39,4,142406.43,2,1,0,146637.45,0,0,1,0
1575,714,1,45,0,124693.48,1,0,1,187194.15,0,0,0,1
1576,726,0,48,4,0.0,1,1,0,114020.06,1,1,0,0
1577,680,1,36,3,116275.12,1,1,1,63795.8,0,1,0,0
1578,430,0,33,8,0.0,1,1,1,69759.91,0,1,0,0
1579,559,0,34,5,68999.66,2,1,1,66879.27,0,1,0,0
1580,613,1,69,9,78778.49,1,0,1,8751.59,0,0,1,0
1581,608,0,38,9,102406.76,1,0,1,57600.66,0,0,0,1
1582,638,0,39,0,122501.28,2,1,1,95007.8,0,0,1,0
1583,596,1,32,4,0.0,2,0,1,146504.35,0,0,0,1
1584,550,0,42,10,128707.31,1,1,0,63092.65,1,0,1,0
1585,596,1,29,2,0.0,2,1,1,1591.19,0,0,0,1
1586,618,0,31,4,0.0,2,1,0,29176.04,0,1,0,0
1587,544,1,37,2,0.0,2,0,0,135067.02,0,0,0,1
1588,619,0,35,4,90413.12,1,1,1,20555.21,0,1,0,0
1589,791,0,52,7,0.0,1,1,1,122782.5,0,1,0,0
1590,686,1,43,2,134896.03,1,1,1,97847.05,0,0,1,0
1591,718,1,28,6,0.0,2,1,0,146875.86,0,0,0,1
1592,530,0,41,4,0.0,2,0,1,147606.71,0,0,0,1
1593,754,0,39,3,160761.41,1,1,1,24156.03,0,0,1,0
1594,691,1,27,3,160358.68,2,1,0,142367.72,0,0,1,0
1595,653,1,47,6,0.0,1,1,0,50695.93,1,1,0,0
1596,567,1,35,8,153137.74,1,1,0,88659.07,0,0,0,1
1597,701,0,35,9,0.0,2,0,0,170996.86,0,0,0,1
1598,596,1,39,9,0.0,1,1,0,48963.59,0,1,0,0
1599,506,1,32,8,0.0,2,0,1,182692.8,0,0,0,1
1600,660,1,34,1,0.0,2,1,0,9692.58,0,1,0,0
1601,504,1,40,5,0.0,2,0,0,146703.36,0,0,0,1
1602,594,1,27,0,197041.8,1,0,0,151912.49,0,1,0,0
1603,708,1,42,9,176702.36,2,1,1,104804.74,0,0,1,0
1604,767,1,31,6,0.0,2,1,1,195668.0,0,0,0,1
1605,634,1,31,9,108632.48,1,1,1,179485.96,1,0,0,1
1606,748,1,34,5,84009.47,1,1,1,137001.1,0,1,0,0
1607,675,1,32,10,0.0,2,1,0,191545.65,0,0,0,1
1608,798,0,58,9,0.0,2,0,0,119071.56,1,0,0,1
1609,665,0,40,1,173432.55,1,0,1,116766.79,0,0,0,1
1610,718,0,39,3,0.0,2,1,1,145355.11,0,1,0,0
1611,553,1,38,3,99844.68,1,0,0,187915.7,0,1,0,0
1612,600,0,41,1,0.0,2,1,1,91193.65,0,1,0,0
1613,506,0,59,3,190353.08,1,1,0,78365.75,0,0,1,0
1614,452,1,44,3,88915.85,1,1,0,69697.74,0,0,0,1
1615,685,0,33,6,0.0,2,0,1,186785.01,0,1,0,0
1616,748,0,40,3,103499.09,2,0,0,38153.19,0,0,1,0
1617,737,0,39,7,130051.66,2,0,0,55356.39,1,0,0,1
1618,572,0,48,3,152827.99,1,1,0,38411.79,1,0,1,0
1619,709,0,30,5,0.0,2,0,1,161388.22,0,1,0,0
1620,781,0,27,5,0.0,2,0,0,72969.9,0,1,0,0
1621,599,0,49,10,143888.22,2,1,1,166236.38,1,0,1,0
1622,722,0,48,10,138311.76,1,1,1,3472.63,1,0,1,0
1623,684,1,24,8,143582.89,1,1,1,22527.27,0,0,0,1
1624,665,1,32,1,132178.67,1,0,0,11865.76,0,0,1,0
1625,772,0,51,9,143930.92,1,0,1,46675.51,1,0,1,0
1626,724,0,35,0,171982.95,2,0,1,167313.07,0,0,1,0
1627,531,1,70,1,0.0,2,0,0,99503.19,0,0,0,1
1628,809,0,38,2,154763.21,2,1,1,174800.31,0,1,0,0
1629,643,1,41,7,154902.66,1,1,1,49667.28,0,0,1,0
1630,695,0,31,8,0.0,2,0,1,131644.41,0,0,0,1
1631,669,1,29,7,0.0,2,1,1,138145.62,0,1,0,0
1632,603,0,40,8,148897.02,1,0,0,105052.9,0,0,1,0
1633,662,0,41,4,90350.77,1,1,0,75884.65,1,0,0,1
1634,686,0,31,1,0.0,2,1,0,4802.25,0,1,0,0
1635,850,1,38,7,115378.94,1,0,1,162087.82,0,0,0,1
1636,690,0,26,5,157624.84,1,1,1,49599.27,0,1,0,0
1637,721,1,40,3,0.0,1,1,1,144874.67,0,1,0,0
1638,702,0,35,8,14262.8,2,1,0,54689.16,0,0,0,1
1639,685,1,23,5,164902.43,1,0,0,141152.28,0,0,0,1
1640,648,0,56,6,157559.59,2,1,0,140991.23,1,0,0,1
1641,634,0,41,8,68213.99,1,1,1,6382.46,0,1,0,0
1642,554,0,55,0,108477.27,1,0,1,140003.0,1,0,1,0
1643,730,1,34,5,122453.37,2,1,0,138882.98,0,1,0,0
1644,721,0,55,3,44020.89,1,1,0,65864.4,1,1,0,0
1645,694,1,60,9,0.0,1,1,1,57088.97,0,1,0,0
1646,682,0,46,2,0.0,1,1,1,114442.66,0,1,0,0
1647,647,0,22,3,97975.82,2,0,1,62083.0,0,0,1,0
1648,706,1,54,9,117444.51,1,1,1,186238.85,0,1,0,0
1649,617,0,28,0,0.0,2,1,1,7597.83,1,1,0,0
1650,528,0,62,7,133201.17,1,0,0,168507.68,1,0,1,0
1651,664,0,44,8,142989.69,1,1,1,115452.51,1,1,0,0
1652,768,0,36,5,180169.44,2,1,0,17348.56,0,1,0,0
1653,505,0,37,10,122453.97,2,1,1,52693.99,0,0,1,0
1654,559,0,29,3,79715.36,1,1,0,82252.28,0,1,0,0
1655,531,0,42,6,88324.31,2,1,0,75248.75,0,0,1,0
1656,694,0,30,9,0.0,2,1,1,26960.31,0,1,0,0
1657,639,0,27,8,133806.54,2,1,0,6251.3,0,0,0,1
1658,700,0,46,5,56580.95,2,0,1,45424.13,0,0,0,1
1659,751,0,48,4,0.0,1,0,1,30165.06,1,1,0,0
1660,435,1,37,8,114346.3,1,0,1,980.93,1,0,1,0
1661,656,0,75,3,0.0,2,1,1,1276.87,0,1,0,0
1662,628,1,30,8,89182.09,1,1,1,13126.9,0,1,0,0
1663,537,0,38,1,0.0,2,0,1,41233.97,0,0,0,1
1664,684,1,27,2,134603.88,1,1,1,71725.73,0,1,0,0
1665,567,1,40,7,122265.24,1,1,0,138552.74,0,0,1,0
1666,773,1,51,8,116197.65,2,1,1,86701.4,0,0,1,0
1667,350,1,54,1,152677.48,1,1,1,191973.49,1,0,0,1
1668,768,0,44,6,60603.4,1,1,1,178045.97,0,0,0,1
1669,769,1,31,4,61297.05,2,1,1,7118.02,0,1,0,0
1670,545,1,37,3,91184.01,1,1,0,105476.65,0,1,0,0
1671,619,0,30,7,70729.17,1,1,1,160948.87,0,1,0,0
1672,633,0,29,0,138577.34,1,1,0,193362.99,0,0,1,0
1673,743,0,36,8,92716.96,1,1,1,33693.78,0,0,0,1
1674,578,0,36,8,129745.1,1,1,1,143683.75,0,0,1,0
1675,707,0,51,10,98438.23,1,0,0,70778.63,1,0,1,0
1676,699,0,31,10,125837.86,2,1,0,189392.66,0,0,1,0
1677,487,0,36,1,140137.15,1,1,0,194073.33,0,0,0,1
1678,650,0,28,5,122034.4,3,0,1,146663.43,1,0,1,0
1679,477,1,31,9,0.0,2,0,1,184061.17,0,0,0,1
1680,454,0,50,10,92895.56,1,1,0,154344.0,1,0,1,0
1681,713,0,32,1,117094.02,1,0,0,149558.83,1,1,0,0
1682,680,1,44,0,129974.79,2,1,1,33391.38,0,0,1,0
1683,848,1,22,7,120811.89,1,1,1,185510.34,0,0,0,1
1684,568,1,39,5,0.0,2,1,1,129569.92,0,0,0,1
1685,534,1,34,5,170600.78,1,0,1,5240.53,0,0,0,1
1686,752,1,36,2,0.0,2,1,1,45570.84,0,0,0,1
1687,731,0,38,10,123711.73,2,1,0,171340.68,1,1,0,0
1688,682,0,42,0,0.0,1,0,1,91981.85,1,1,0,0
1689,826,0,49,0,0.0,1,0,0,178709.98,1,1,0,0
1690,605,0,36,9,0.0,2,0,1,35521.63,0,0,0,1
1691,817,0,46,0,89087.89,1,0,1,87941.85,1,0,1,0
1692,531,1,29,3,114590.58,1,0,0,75585.48,0,1,0,0
1693,794,1,35,6,0.0,2,1,1,68730.91,0,1,0,0
1694,639,1,34,7,149940.04,2,0,0,156648.81,0,0,0,1
1695,684,1,60,2,116563.58,1,1,0,120257.7,1,1,0,0
1696,627,1,49,4,111087.5,1,0,1,146680.25,0,0,0,1
1697,625,0,49,2,80816.45,1,1,1,20018.79,0,0,0,1
1698,740,0,36,4,109044.6,1,0,0,94554.74,1,0,1,0
1699,561,0,33,6,0.0,2,1,0,45261.47,0,0,0,1
1700,624,0,45,5,151855.33,1,1,0,68794.15,0,0,1,0
1701,500,1,44,9,160838.13,2,1,0,196261.64,0,0,1,0
1702,652,1,28,8,156823.7,2,1,0,198251.52,0,0,0,1
1703,733,0,30,1,102452.71,1,1,0,21556.95,0,0,1,0
1704,531,0,32,0,109570.21,2,1,1,172049.84,0,0,1,0
1705,568,0,43,9,0.0,1,1,0,125870.79,1,0,0,1
1706,548,0,33,0,101084.36,1,1,0,42749.85,0,0,1,0
1707,676,0,37,5,89634.69,1,1,1,169583.18,1,1,0,0
1708,850,0,35,2,80931.75,1,0,0,12639.67,1,0,1,0
1709,522,1,30,3,0.0,2,1,0,145490.85,0,0,0,1
1710,850,1,31,6,131996.66,2,1,1,178747.43,0,1,0,0
1711,739,1,42,2,141642.92,2,1,0,172149.76,0,1,0,0
1712,694,1,57,8,116326.07,1,1,1,117704.65,0,0,0,1
1713,746,1,48,5,165282.42,1,1,0,153786.46,1,1,0,0
1714,732,1,50,6,145338.76,1,0,0,91936.1,1,0,1,0
1715,575,1,29,4,121823.4,2,1,1,50368.87,0,1,0,0
1716,661,0,42,9,75361.44,1,1,0,27608.12,1,0,0,1
1717,677,1,30,1,78133.15,1,0,1,174225.88,0,1,0,0
1718,793,0,41,3,141806.46,1,1,0,102921.17,0,1,0,0
1719,550,1,32,8,97514.07,1,1,1,199138.84,0,1,0,0
1720,689,0,46,7,52016.08,2,1,1,72993.65,0,1,0,0
1721,691,1,50,6,136953.47,1,1,1,2704.98,0,1,0,0
1722,590,1,47,0,117879.32,1,1,1,8214.46,0,1,0,0
1723,572,1,35,4,152390.26,1,1,0,128123.66,0,0,0,1
1724,775,0,27,4,152309.37,1,1,0,104112.0,0,1,0,0
1725,734,0,40,9,176914.8,1,1,1,12799.23,0,1,0,0
1726,593,1,32,10,158537.42,1,1,0,166850.57,0,0,0,1
1727,613,1,41,7,0.0,2,1,0,60297.72,0,1,0,0
1728,735,1,29,10,0.0,2,1,1,95025.27,0,0,0,1
1729,789,0,37,6,110689.07,1,1,1,71121.04,1,0,1,0
1730,553,1,42,1,0.0,2,0,0,23822.04,0,1,0,0
1731,787,0,42,10,145988.65,2,1,1,79510.37,0,1,0,0
1732,628,0,51,10,115280.49,2,0,0,12628.61,1,0,1,0
1733,697,1,36,7,0.0,2,1,1,74760.32,0,1,0,0
1734,654,1,55,3,87485.67,1,1,1,3299.01,0,1,0,0
1735,817,1,44,8,0.0,1,0,0,65501.91,1,1,0,0
1736,662,1,38,4,0.0,2,1,0,136259.65,0,0,0,1
1737,755,0,28,7,124540.28,1,0,1,188850.89,0,1,0,0
1738,687,0,27,9,152328.88,2,0,0,126494.82,0,0,1,0
1739,773,1,33,9,0.0,2,1,1,1118.31,0,1,0,0
1740,681,1,34,7,0.0,2,0,0,130686.59,0,1,0,0
1741,537,0,37,7,158411.95,4,1,1,117690.58,1,0,1,0
1742,850,1,36,7,0.0,1,1,1,40812.9,0,1,0,0
1743,682,1,50,6,121818.84,2,0,1,124151.37,0,1,0,0
1744,567,1,54,9,96402.96,1,0,0,52035.29,1,1,0,0
1745,683,1,41,6,95696.52,2,1,1,184366.14,0,1,0,0
1746,637,1,35,8,147127.81,2,1,1,84760.7,0,0,1,0
1747,636,1,60,7,124447.73,1,1,1,141364.62,1,0,0,1
1748,713,0,48,1,163760.82,1,0,0,157381.14,1,0,0,1
1749,674,1,45,7,144889.18,1,1,1,102591.9,1,1,0,0
1750,769,1,38,6,0.0,2,0,0,104393.78,0,0,0,1
1751,485,1,34,3,133658.24,1,1,0,70209.83,0,0,1,0
1752,650,0,50,7,129667.77,1,0,0,42028.16,0,0,0,1
1753,538,1,43,5,0.0,2,1,0,126933.73,0,0,0,1
1754,640,1,47,6,89047.14,1,1,0,116286.25,0,0,0,1
1755,777,1,29,2,0.0,2,1,0,124489.88,0,1,0,0
1756,569,1,31,1,115406.97,1,0,0,145528.22,0,0,0,1
1757,644,0,46,6,12459.19,1,0,0,156787.34,1,0,0,1
1758,683,0,32,9,0.0,2,1,1,24991.92,0,1,0,0
1759,558,0,32,1,108262.87,1,1,1,6935.31,0,0,1,0
1760,746,0,32,4,0.0,2,1,1,72909.75,0,1,0,0
1761,731,0,49,4,88826.07,1,1,1,33759.41,1,0,1,0
1762,517,1,53,0,109172.88,1,1,0,54676.1,1,0,1,0
1763,686,1,33,9,141918.09,2,0,1,184036.47,0,0,1,0
1764,452,0,33,6,131698.57,2,1,0,151623.91,0,1,0,0
1765,835,1,25,7,0.0,2,1,1,83449.65,0,1,0,0
1766,610,0,27,4,87262.4,2,1,0,182720.07,0,1,0,0
1767,526,1,34,3,122726.56,1,1,1,46772.36,0,0,1,0
1768,677,1,58,9,0.0,1,0,1,168650.4,0,1,0,0
1769,738,1,35,3,0.0,1,1,1,15650.73,0,0,0,1
1770,534,0,42,9,144801.97,1,0,1,12483.39,1,1,0,0
1771,712,1,29,3,102540.61,1,1,1,189680.79,0,1,0,0
1772,432,0,27,6,62339.81,2,0,0,53874.67,0,1,0,0
1773,850,0,29,10,0.0,2,1,1,199775.67,0,1,0,0
1774,664,1,55,8,0.0,2,1,1,139161.64,0,1,0,0
1775,724,0,34,2,0.0,2,1,1,118863.38,0,1,0,0
1776,642,0,33,4,84607.34,2,0,1,60059.47,0,1,0,0
1777,650,0,35,3,165982.43,2,1,1,24482.16,0,0,1,0
1778,663,1,37,7,143625.83,2,0,1,176487.05,0,0,1,0
1779,600,1,29,8,0.0,2,0,1,34747.43,0,1,0,0
1780,627,1,41,3,0.0,2,1,0,132719.8,0,1,0,0
1781,635,1,43,5,78992.75,2,0,0,153265.31,0,0,1,0
1782,515,1,37,2,90432.92,1,1,1,188366.04,1,0,1,0
1783,650,1,41,9,0.0,2,0,1,191599.67,0,0,0,1
1784,679,1,39,5,0.0,2,1,1,100060.54,0,0,0,1
1785,698,0,39,9,161993.89,1,0,0,90212.38,0,0,0,1
1786,718,1,37,8,0.0,2,1,1,142.81,0,1,0,0
1787,610,1,36,4,129440.3,2,1,0,102638.35,0,1,0,0
1788,765,1,40,6,138033.55,1,1,1,67972.45,0,1,0,0
1789,769,0,34,7,137239.17,1,1,1,71379.92,1,0,1,0
1790,663,1,39,4,0.0,1,1,0,76884.05,0,1,0,0
1791,614,0,44,6,118715.86,1,1,0,133591.11,1,0,1,0
1792,521,1,29,3,60280.62,1,1,0,154271.41,0,0,0,1
1793,718,1,35,3,97560.16,1,1,1,53511.74,0,1,0,0
1794,697,1,42,9,132739.26,2,0,0,174667.65,0,1,0,0
1795,850,1,19,8,0.0,1,1,1,68569.89,0,1,0,0
1796,641,0,40,2,110086.69,1,1,0,159773.14,0,0,1,0
1797,628,1,50,8,0.0,1,0,0,144366.83,1,0,0,1
1798,699,1,35,5,0.0,2,1,1,78397.24,0,1,0,0
1799,479,1,40,1,0.0,2,0,0,114996.43,0,1,0,0
1800,537,1,42,1,190569.23,1,0,1,127154.8,0,0,0,1
1801,521,0,41,2,0.0,2,1,1,113089.43,0,1,0,0
1802,728,1,32,5,61825.5,1,1,1,156124.93,0,0,1,0
1803,615,1,64,0,81564.1,2,0,1,35896.09,0,1,0,0
1804,714,1,29,4,0.0,2,1,1,37605.9,0,0,0,1
1805,567,1,43,2,115643.58,2,0,0,174606.35,0,0,0,1
1806,542,0,43,8,145618.37,1,0,1,10350.74,0,1,0,0
1807,549,1,41,9,95020.8,3,1,1,131710.59,1,0,1,0
1808,702,1,40,3,148556.74,1,0,1,146056.29,0,1,0,0
1809,587,1,48,1,0.0,2,1,1,8908.0,0,0,0,1
1810,725,1,38,6,0.0,2,1,1,158697.28,0,1,0,0
1811,718,0,39,2,0.0,1,1,1,52138.49,0,0,0,1
1812,587,1,51,3,83739.32,1,0,1,148798.45,0,0,0,1
1813,472,0,37,1,0.0,2,1,1,48357.9,0,1,0,0
1814,539,0,43,3,116220.5,3,1,0,55803.96,1,0,1,0
1815,573,0,35,9,206868.78,2,0,1,102986.15,0,0,1,0
1816,604,0,34,3,0.0,2,1,0,38587.7,0,0,0,1
1817,498,1,25,8,121702.73,1,1,1,132210.49,0,0,1,0
1818,712,1,33,3,153819.58,1,1,0,79176.09,1,1,0,0
1819,698,1,27,6,125427.37,2,0,0,27654.44,0,0,0,1
1820,496,1,31,5,0.0,2,1,0,93713.13,0,1,0,0
1821,606,1,48,4,132403.56,1,0,0,36091.91,1,0,1,0
1822,603,1,32,7,0.0,1,1,0,198055.94,1,1,0,0
1823,418,1,35,7,0.0,2,1,1,88878.15,0,1,0,0
1824,481,1,44,9,175303.06,1,1,0,65500.53,1,1,0,0
1825,645,1,49,8,0.0,2,1,0,162012.6,0,0,0,1
1826,739,0,36,0,0.0,2,0,0,133465.57,0,1,0,0
1827,623,1,23,1,106012.2,2,0,1,191415.94,0,1,0,0
1828,562,1,35,3,142296.13,1,0,1,177112.7,0,0,1,0
1829,706,1,32,5,88348.43,2,1,1,104181.78,0,0,1,0
1830,513,1,72,3,98903.06,1,1,1,81251.24,0,0,0,1
1831,695,0,29,9,0.0,2,1,0,111565.45,0,1,0,0
1832,497,1,27,7,149400.27,1,0,0,167522.19,0,0,0,1
1833,587,1,38,0,0.0,2,1,0,47414.15,0,1,0,0
1834,648,0,39,6,130694.89,2,1,1,153955.38,1,1,0,0
1835,719,1,44,4,0.0,1,0,0,84972.9,1,0,0,1
1836,640,1,48,1,111599.32,1,0,1,135995.58,0,0,1,0
1837,665,0,40,6,0.0,1,1,1,161848.03,0,1,0,0
1838,629,1,46,1,130666.2,1,1,1,161125.67,1,1,0,0
1839,787,1,43,0,132217.45,1,1,0,20955.03,1,0,1,0
1840,659,0,42,2,0.0,1,0,0,162734.31,1,0,0,1
1841,653,0,37,3,125734.2,2,1,0,134625.09,1,0,1,0
1842,757,1,26,8,121581.56,2,1,1,127059.04,0,0,1,0
1843,478,0,50,2,0.0,1,0,1,93332.64,1,1,0,0
1844,718,1,63,7,123204.88,1,1,1,100538.8,0,0,1,0
1845,725,0,36,1,118851.05,1,1,1,102747.02,0,1,0,0
1846,526,0,35,9,118536.4,1,1,0,40980.87,1,0,1,0
1847,630,1,31,0,0.0,2,1,1,34475.14,0,1,0,0
1848,585,0,44,4,0.0,2,0,1,101728.46,0,0,0,1
1849,718,0,49,10,82321.88,1,0,1,11144.4,0,0,0,1
1850,781,1,20,0,125023.1,2,1,1,108301.45,0,1,0,0
1851,730,0,39,1,99010.67,1,1,0,194945.8,0,1,0,0
1852,658,1,44,2,168396.34,1,1,1,14178.73,0,1,0,0
1853,652,1,37,7,0.0,2,1,0,68789.93,0,0,0,1
1854,678,0,46,1,0.0,2,0,0,82106.19,0,1,0,0
1855,772,0,48,6,108736.52,1,1,0,184564.67,1,0,1,0
1856,680,1,31,9,0.0,2,1,0,36145.53,0,1,0,0
1857,531,0,37,1,0.0,1,1,0,4606.97,0,1,0,0
1858,849,0,41,9,115465.28,1,1,0,103174.5,0,1,0,0
1859,604,0,26,3,0.0,2,1,0,155248.62,0,0,0,1
1860,751,0,48,9,0.0,1,1,0,137508.42,1,1,0,0
1861,783,1,38,9,114135.17,1,1,0,153269.98,0,1,0,0
1862,732,0,69,9,137453.43,1,0,1,110932.24,1,0,0,1
1863,625,0,40,7,141267.67,1,0,1,177397.49,0,1,0,0
1864,608,1,33,4,0.0,1,0,1,130474.03,0,1,0,0
1865,779,1,37,7,120092.52,2,1,0,135925.72,0,0,1,0
1866,805,1,26,2,0.0,2,1,1,25042.1,0,0,0,1
1867,542,0,59,2,68892.77,2,1,0,7905.06,1,1,0,0
1868,627,1,33,5,0.0,2,1,1,103737.82,0,1,0,0
1869,661,1,41,5,122552.48,2,0,1,120646.4,0,0,1,0
1870,640,1,39,9,131607.28,4,0,1,6981.43,1,0,1,0
1871,614,1,36,1,118311.76,1,1,0,146134.68,0,1,0,0
1872,592,0,70,5,71816.74,2,1,0,105096.82,1,0,1,0
1873,504,0,43,7,102365.49,1,1,0,194690.77,1,0,1,0
1874,739,0,27,6,0.0,1,1,1,57572.38,0,1,0,0
1875,644,1,37,9,0.0,2,1,1,96442.86,0,0,0,1
1876,750,0,52,6,107467.56,1,1,0,126233.18,1,0,1,0
1877,850,1,39,3,124548.99,2,1,1,120380.12,0,0,1,0
1878,808,0,37,2,100431.84,1,1,0,35140.49,1,0,1,0
1879,709,0,32,7,0.0,2,1,1,199418.02,0,1,0,0
1880,537,1,66,8,103291.25,2,1,1,130664.79,0,0,1,0
1881,588,0,35,0,0.0,2,1,1,155485.24,0,1,0,0
1882,676,0,48,2,124442.38,1,1,0,15068.53,1,0,1,0
1883,739,0,20,4,133800.98,1,0,1,150245.81,0,1,0,0
1884,730,1,42,4,0.0,2,0,1,85982.47,0,0,0,1
1885,579,1,33,1,0.0,2,1,1,54816.57,0,0,0,1
1886,464,1,33,8,164284.72,2,1,1,3710.34,0,0,1,0
1887,651,1,28,10,79562.98,1,1,1,74687.37,0,1,0,0
1888,634,0,35,10,0.0,1,1,0,82634.41,0,0,0,1
1889,461,0,74,1,186445.31,2,1,1,196767.83,0,0,1,0
1890,625,0,58,10,53772.73,1,1,1,192072.1,1,1,0,0
1891,537,1,37,3,0.0,2,1,1,20603.32,0,1,0,0
1892,707,1,35,2,0.0,3,1,1,94148.3,0,1,0,0
1893,850,0,42,3,0.0,2,1,1,176883.42,0,1,0,0
1894,778,1,31,9,182275.23,2,1,0,190631.23,0,0,1,0
1895,667,0,40,1,146502.07,1,1,0,19162.89,0,0,0,1
1896,674,1,28,5,0.0,1,1,1,151925.25,0,1,0,0
1897,441,1,60,1,140614.15,1,0,1,174381.23,0,1,0,0
1898,651,1,42,2,143145.87,2,1,0,43612.06,0,0,0,1
1899,607,1,40,5,90594.55,1,0,1,181598.25,0,0,1,0
1900,771,0,47,3,72664.0,2,1,1,107874.39,0,0,0,1
1901,526,1,61,6,133845.28,2,1,1,45180.8,0,0,1,0
1902,527,1,58,3,137318.42,1,1,1,126144.96,0,0,1,0
1903,457,1,44,7,0.0,2,0,0,185992.36,0,0,0,1
1904,796,1,30,2,137262.71,2,1,0,62905.29,0,1,0,0
1905,792,1,36,5,92140.15,1,0,1,67468.67,0,0,0,1
1906,635,1,24,4,140197.18,1,1,1,142935.83,0,0,0,1
1907,741,1,53,3,0.0,2,1,1,38913.68,0,0,0,1
1908,850,1,41,3,0.0,2,1,0,128892.36,0,1,0,0
1909,791,0,42,10,113657.41,2,0,1,139946.68,1,0,1,0
1910,651,0,41,4,38617.2,1,1,1,104876.8,0,1,0,0
1911,647,0,26,8,109958.15,1,1,1,136592.24,1,0,0,1
1912,712,1,35,7,124616.23,1,1,1,69320.97,0,1,0,0
1913,705,1,48,9,114169.16,1,0,0,173273.2,1,0,1,0
1914,595,1,46,10,0.0,1,1,0,73489.15,1,1,0,0
1915,740,0,57,3,113386.36,2,1,1,65121.63,1,0,1,0
1916,759,1,40,4,0.0,2,1,0,124615.59,0,1,0,0
1917,686,0,41,10,0.0,1,1,1,144272.71,1,1,0,0
1918,565,0,38,5,126645.13,1,1,1,168303.55,0,1,0,0
1919,699,1,30,9,0.0,1,1,1,108162.13,0,1,0,0
1920,598,1,20,8,180293.84,2,1,1,29552.7,0,0,1,0
1921,609,1,39,3,121778.71,1,1,1,138399.67,0,1,0,0
1922,749,1,37,10,185063.7,2,1,1,134526.87,0,1,0,0
1923,657,1,34,3,107136.6,1,1,0,153895.46,0,1,0,0
1924,695,1,29,5,0.0,2,1,1,6770.44,0,1,0,0
1925,807,0,36,4,0.0,2,0,1,147007.33,0,1,0,0
1926,697,0,25,1,0.0,2,0,0,87803.32,0,1,0,0
1927,758,1,35,7,0.0,2,1,0,77951.84,0,1,0,0
1928,671,0,31,4,0.0,2,0,1,79270.02,0,0,0,1
1929,805,0,39,5,165272.13,1,1,0,14109.85,1,0,0,1
1930,629,1,35,8,112330.83,1,1,1,91001.02,0,0,1,0
1931,739,0,37,8,0.0,2,1,0,191557.1,1,1,0,0
1932,768,1,37,9,108308.11,1,1,0,41788.25,1,0,1,0
1933,800,0,46,6,0.0,2,1,0,171928.04,0,0,0,1
1934,772,1,42,3,75075.31,2,1,0,92888.52,1,0,1,0
1935,748,0,26,1,77780.29,1,0,1,183049.41,0,1,0,0
1936,650,0,32,4,79450.09,1,1,1,118324.75,0,0,0,1
1937,639,1,27,3,150795.81,1,0,1,85208.93,0,0,1,0
1938,593,0,41,6,0.0,1,1,0,65170.66,0,1,0,0
1939,784,1,23,2,0.0,1,1,1,6847.73,0,0,0,1
1940,592,1,27,3,0.0,2,1,1,19645.65,0,1,0,0
1941,530,1,44,6,0.0,2,0,0,55893.37,0,0,0,1
1942,611,0,61,3,131583.59,4,0,1,66238.23,1,1,0,0
1943,642,1,30,8,80964.57,2,1,0,174738.2,0,1,0,0
1944,659,0,39,1,104502.11,1,1,0,20652.69,0,0,1,0
1945,630,0,40,0,118633.08,1,0,1,60032.46,1,1,0,0
1946,793,0,63,9,116270.72,1,1,1,184243.25,0,1,0,0
1947,850,0,47,9,137301.87,1,1,0,44351.77,0,1,0,0
1948,590,1,30,3,0.0,2,1,0,83090.35,0,0,0,1
1949,490,1,31,3,145260.23,1,0,1,114066.77,0,0,0,1
1950,663,1,26,5,141462.13,1,1,0,440.2,0,1,0,0
1951,510,1,44,6,0.0,2,1,1,175518.31,0,1,0,0
1952,850,0,35,7,114285.2,1,0,1,129660.59,0,0,1,0
1953,673,1,32,8,121240.76,1,1,0,116969.73,0,1,0,0
1954,752,0,41,8,0.0,2,1,0,139844.04,1,1,0,0
1955,705,0,49,7,0.0,1,1,0,63405.2,1,1,0,0
1956,626,1,29,7,0.0,2,1,0,49361.84,0,0,0,1
1957,571,0,33,9,0.0,2,0,1,77519.62,0,1,0,0
1958,723,0,68,3,110357.0,1,0,0,141977.54,1,0,1,0
1959,592,0,34,6,102143.93,2,1,1,102628.98,0,0,1,0
1960,619,1,40,9,103604.31,2,0,0,140947.05,0,0,1,0
1961,693,0,46,3,151709.33,1,1,0,180736.24,0,0,0,1
1962,574,1,26,8,97460.1,1,1,1,43093.67,0,1,0,0
